,CAN,COMPR,D774781,D81Q1,D82Q1,D841,D84Q2,D872,D891924,D894,D911P,D92Q4,D93Q1,D971P,D98Q1,D993P,DS1,DS2,DS3,DS4,EEN,EER,FDD,GCD,GCN,GCN_YEN,GCR,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HEG,HEX,HICP,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LEN,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,S1,S3,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,T931P,TBN,TBR,TDN,TDN_YEN,TFT,TIME,TIN,TIN_YEN,TKN,TKN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,ULC,ULT,UNN,URT,URX,WIN,WLN,WLR,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX
1978Q4,"3675,1365 ","31,1868 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9582 ",,"1123430,0608 ","0,3591 ","66666,3219 ","0,1894 ","185635,8621 ","112104,5612 ","1162,1422 ","0,0033 ","0,3185 ","167144,4018 ","0,4749 ","11533,3414 ","7249,9922 ","0,0206 ","0,0328 ","7,7566 ","-11401,7968 ","0,0000 ","0,0000 ","-0,0324 ","117195,9974 ","-3250,9419 ","-0,0092 ","153835,7458 ","0,5258 ","4636,4862 ","0,0132 ","71302,8081 ","0,2026 ",,,"40,9660 ","0,0224 ","0,0200 ","8150,8549 ","0,0232 ","0,4006 ","84854,0764 ","211837,1447 ","11856914,2803 ","93230,0379 ","121484,0826 ","115558,3591 ","114825,8152 ","8,2379 ","116953,9104 ","564427,4546 ","9,6081 ","0,5029 ","86231,1198 ","171469,4030 ","-8177,1643 ","3938,4779 ","0,0112 ","11680,3790 ","0,0332 ","0,3670 ","201009,3980 ","547769,3084 ","271430,6768 ","-13183,2797 ","-0,0375 ","739673,8441 ","-1,0000 ","-1,0000 ","0,0704 ","-288,1682 ","-4092,3986 ","52535,3826 ","0,1493 ","9,1232 ","-0,0003 ","0,0000 ","-263,3414 ","10810,7412 ","42547,1541 ","0,1209 ","1,2831 ","36,0000 ","32250,3686 ","0,0916 ","838,1914 ","0,0024 ","56757,4019 ","13984,2701 ","0,0397 ","2802,2194 ","0,0080 ","0,1613 ","0,2128 ","0,2137 ","5925,7234 ","0,0548 ","0,0488 ","202531,9207 ","5189679,6719 ","14142359,8762 ","1,7526 ","0,4716 ","85967,7785 ","182280,1442 ","0,3697 ","351978,2867 ","0,0000 ","951960,6578 ","0,0000 ","941541,1327 ","0,3359 ","319727,9182 ","1,0111 ","351978,2867 ","0,0000 ","0,4762 ","0,4654 ","66,9755 ","20632,9702 "
1979Q1,"7172,0630 ","39,0119 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9422 ",,"1129192,3263 ","0,3690 ","69085,1109 ","0,1910 ","187234,3794 ","115668,7888 ","713,1286 ","0,0020 ","0,3198 ","172517,2209 ","0,4770 ","11817,3240 ","7556,7142 ","0,0209 ","0,0327 ","7,7381 ","-11404,3959 ","0,0000 ","0,0000 ","-0,0315 ","118870,7292 ","-2970,5676 ","-0,0082 ","158260,0403 ","0,5271 ","4299,0446 ","0,0119 ","73384,1555 ","0,2029 ",,,"41,9174 ","0,0220 ","0,0224 ","8433,8283 ","0,0233 ","0,4096 ","85501,2770 ","208729,7073 ","11947074,8449 ","93497,8130 ","121753,0468 ","115824,1790 ","115002,7187 ","8,2610 ","116870,3482 ","559013,7532 ","9,6567 ","0,5196 ","89561,4174 ","172369,4984 ","-1005,1014 ","6585,2721 ","0,0182 ","12111,1913 ","0,0335 ","0,3753 ","206976,6013 ","551559,8569 ","278038,4900 ","-16813,4182 ","-0,0465 ","740928,5340 ","1,0000 ","0,0000 ","0,0922 ","-498,9884 ","-5413,7013 ","54296,9635 ","0,1501 ","7,6856 ","-0,0034 ","0,0000 ","586,7909 ","14712,5856 ","43209,3210 ","0,1195 ","1,2860 ","37,0000 ","33420,1079 ","0,0924 ","817,8130 ","0,0023 ","58314,7228 ","14404,6436 ","0,0398 ","2904,8771 ","0,0080 ","0,1612 ","0,2188 ","0,2194 ","5928,8678 ","0,0554 ","0,0487 ","209359,9546 ","5355511,8011 ","14271590,6275 ","1,8076 ","0,4819 ","90148,2083 ","187082,0840 ","0,3780 ","361650,7917 ","0,0000 ","956822,8279 ","0,0000 ","947629,4458 ","0,3430 ","328230,6838 ","1,0097 ","361650,7917 ","0,0000 ","0,4859 ","0,4721 ","67,0335 ","20652,7516 "
1979Q2,"3806,0611 ","48,1132 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9490 ",,"1151208,4537 ","0,3788 ","71554,2764 ","0,1902 ","188882,9541 ","120877,6557 ","2322,0446 ","0,0062 ","0,3213 ","179385,8225 ","0,4768 ","12264,3087 ","8031,9212 ","0,0213 ","0,0326 ","7,8627 ","-11547,2889 ","0,0000 ","0,0000 ","-0,0307 ","126456,4486 ","-2709,1250 ","-0,0072 ","164402,6010 ","0,5287 ","4506,7958 ","0,0120 ","76061,0722 ","0,2021 ",,,"42,8747 ","0,0220 ","0,0245 ","8838,1639 ","0,0235 ","0,4206 ","91258,1835 ","216946,3235 ","12044550,4200 ","93888,9793 ","122343,6690 ","116198,1046 ","115346,7911 ","8,3663 ","118980,7824 ","554329,8805 ","10,0721 ","0,5414 ","96941,7980 ","179057,5327 ","2800,9598 ","6660,6933 ","0,0177 ","12717,8148 ","0,0338 ","0,3846 ","216156,3895 ","562056,2030 ","287200,5186 ","-19661,6864 ","-0,0523 ","746787,2375 ","0,0000 ","0,0000 ","-0,0317 ","148,3666 ","-4683,8728 ","56836,0826 ","0,1511 ","9,3366 ","0,0006 ","0,0000 ","-2854,6321 ","8949,3131 ","44541,8029 ","0,1184 ","1,2888 ","38,0000 ","34472,3302 ","0,0916 ","806,2126 ","0,0021 ","60686,1688 ","15028,3579 ","0,0399 ","2982,6256 ","0,0079 ","0,1613 ","0,2215 ","0,2240 ","6145,5644 ","0,0572 ","0,0502 ","215333,8051 ","5552835,7564 ","14438646,8887 ","1,8532 ","0,5004 ","94087,1659 ","188006,8458 ","0,3870 ","376262,5839 ","0,0000 ","972150,9210 ","0,0000 ","954245,3896 ","0,3516 ","341790,2537 ","1,0188 ","376262,5839 ","0,0000 ","0,4956 ","0,4882 ","68,4146 ","21100,3629 "
1979Q3,"665,4015 ","54,7807 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9368 ",,"1159756,9282 ","0,3922 ","74603,9485 ","0,1917 ","190216,7290 ","125211,0464 ","1426,8146 ","0,0037 ","0,3217 ","186075,6885 ","0,4781 ","12778,4843 ","8500,6910 ","0,0218 ","0,0328 ","7,8017 ","-11626,3047 ","0,0000 ","0,0000 ","-0,0299 ","128081,0622 ","-2459,7967 ","-0,0063 ","171443,9156 ","0,5317 ","5830,5683 ","0,0150 ","80434,5168 ","0,2067 ",,,"43,9018 ","0,0236 ","0,0303 ","9166,5080 ","0,0236 ","0,4343 ","94814,1623 ","218328,0946 ","12142433,0104 ","94354,2836 ","122983,4959 ","116645,4732 ","115746,2748 ","8,3768 ","118961,4535 ","552453,8202 ","10,4269 ","0,5701 ","104124,8479 ","182646,7769 ","3466,3613 ","4952,2517 ","0,0127 ","13302,6229 ","0,0342 ","0,3964 ","221983,9265 ","559960,8297 ","295070,3634 ","-18634,5984 ","-0,0479 ","744323,4656 ","0,0000 ","1,0000 ","-1,1045 ","2072,0398 ","-1876,0602 ","59299,7174 ","0,1524 ","11,0057 ","0,0028 ","0,0000 ","-4286,8502 ","10480,5583 ","45940,4811 ","0,1180 ","1,2913 ","39,0000 ","36670,2400 ","0,0942 ","816,8340 ","0,0021 ","62620,6222 ","15414,0202 ","0,0396 ","2991,4143 ","0,0077 ","0,1609 ","0,2297 ","0,2317 ","6338,0227 ","0,0588 ","0,0515 ","224435,9247 ","5777450,5706 ","14573784,9816 ","1,9241 ","0,5170 ","99837,9977 ","193127,3353 ","0,3983 ","389187,2269 ","0,0000 ","977110,1513 ","0,0000 ","961196,2617 ","0,3608 ","352516,9870 ","1,0166 ","389187,2269 ","0,0000 ","0,5134 ","0,5023 ","68,1847 ","21116,9306 "
1979Q4,"93,4438 ","61,9254 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,8996 ",,"1172011,9776 ","0,4028 ","77001,4441 ","0,1909 ","191174,9084 ","129457,8750 ","1315,1057 ","0,0033 ","0,3209 ","191968,8509 ","0,4758 ","13469,2513 ","8891,9624 ","0,0220 ","0,0334 ","7,7838 ","-11726,8914 ","0,0000 ","0,0000 ","-0,0291 ","133564,2784 ","-2252,9164 ","-0,0056 ","177672,4780 ","0,5360 ","7204,0049 ","0,0179 ","84205,4490 ","0,2087 ",,,"45,0083 ","0,0252 ","0,0302 ","9473,9749 ","0,0235 ","0,4482 ","99383,4874 ","221756,9075 ","12242765,5877 ","94661,1803 ","123214,1180 ","116963,5799 ","115989,3878 ","8,4333 ","119854,1120 ","551775,5997 ","11,0421 ","0,5995 ","111279,5944 ","185621,0136 ","3559,8051 ","7727,2094 ","0,0192 ","13960,0871 ","0,0346 ","0,4086 ","231111,8596 ","565670,8667 ","305229,1775 ","-21725,0669 ","-0,0539 ","747080,8883 ","-1,0000 ","-1,0000 ","-5,2630 ","3569,4586 ","-678,2205 ","62117,1136 ","0,1540 ","12,6748 ","0,0051 ","0,0000 ","-7633,7656 ","8466,5019 ","47706,3684 ","0,1183 ","1,2935 ","40,0000 ","37390,9653 ","0,0927 ","860,8358 ","0,0021 ","64519,1545 ","15637,1077 ","0,0388 ","2975,9560 ","0,0074 ","0,1599 ","0,2357 ","0,2384 ","6250,5382 ","0,0586 ","0,0507 ","232477,2403 ","6008159,4656 ","14705609,5588 ","1,9876 ","0,5340 ","103645,8288 ","194087,5156 ","0,4090 ","403432,4841 ","0,0000 ","986390,9640 ","0,0000 ","967203,7137 ","0,3711 ","366041,5187 ","1,0198 ","403432,4841 ","0,0000 ","0,5267 ","0,5091 ","68,6452 ","21321,9629 "
1980Q1,"-2781,0929 ","59,0683 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,8999 ","1,2332 ","1186284,3177 ","0,4142 ","79890,7593 ","0,1906 ","192899,7265 ","134158,9388 ","1738,9416 ","0,0041 ","0,3201 ","198918,8096 ","0,4745 ","14224,9653 ","9455,8279 ","0,0226 ","0,0339 ","7,7994 ","-11848,4884 ","0,0000 ","0,0000 ","-0,0283 ","138417,4275 ","-2034,0519 ","-0,0049 ","186139,0902 ","0,5402 ","9992,0831 ","0,0238 ","89882,8423 ","0,2144 ",,,"46,5573 ","0,0269 ","0,0310 ","9814,4365 ","0,0234 ","0,4679 ","104854,4548 ","224115,0623 ","12344452,9941 ","94942,8795 ","123380,6596 ","117060,5377 ","116090,9709 ","8,5059 ","120768,9623 ","549905,2984 ","12,0375 ","0,6362 ","121254,5698 ","190583,6225 ","778,7122 ","7585,4944 ","0,0181 ","14680,6931 ","0,0350 ","0,4214 ","240547,2609 ","570818,2755 ","313719,8812 ","-23161,2585 ","-0,0553 ","744456,7895 ","1,0000 ","0,0000 ","-2,2738 ","4252,6000 ","-1870,3012 ","65207,8373 ","0,1556 ","12,7162 ","0,0034 ","0,0000 ","-10366,5874 ","9737,9321 ","49793,8788 ","0,1188 ","1,2955 ","41,0000 ","39653,2337 ","0,0946 ","908,9908 ","0,0022 ","66628,5962 ","15894,4565 ","0,0379 ","3009,7679 ","0,0072 ","0,1590 ","0,2421 ","0,2459 ","6320,1219 ","0,0591 ","0,0512 ","241107,8265 ","6312889,2381 ","14980476,3290 ","2,0597 ","0,5535 ","110887,9825 ","200321,5546 ","0,4210 ","419178,4877 ","0,0000 ","995700,6952 ","0,0000 ","972403,1171 ","0,3812 ","379525,2540 ","1,0240 ","419178,4877 ","0,0000 ","0,5389 ","0,5250 ","69,3569 ","21515,5362 "
1980Q2,"-5575,3988 ","58,3671 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9245 ","1,1815 ","1176481,1056 ","0,4293 ","83765,2767 ","0,1956 ","195135,3403 ","136779,3921 ","-322,0222 ","-0,0008 ","0,3194 ","206384,4074 ","0,4819 ","14774,4771 ","11257,1777 ","0,0263 ","0,0345 ","7,6668 ","-11769,9020 ","0,0000 ","0,0000 ","-0,0275 ","140984,5518 ","-1767,3999 ","-0,0041 ","190785,8410 ","0,5447 ","9489,1303 ","0,0222 ","93254,4070 ","0,2177 ",,,"47,7655 ","0,0276 ","0,0274 ","10002,5021 ","0,0234 ","0,4827 ","106368,7827 ","220351,7426 ","12441360,2068 ","94862,8233 ","123837,0692 ","117287,6887 ","116394,8567 ","8,4495 ","118891,8710 ","551990,9917 ","12,3125 ","0,6648 ","123284,6461 ","185455,7869 ","-4796,6865 ","8762,1549 ","0,0205 ","15185,1693 ","0,0355 ","0,4331 ","245721,3653 ","567327,1389 ","322719,3827 ","-21078,2473 ","-0,0492 ","745101,9323 ","0,0000 ","0,0000 ","3,2469 ","6772,0112 ","2085,6932 ","67332,3905 ","0,1572 ","13,2174 ","0,0040 ","0,0000 ","-14337,5537 ","6125,4037 ","51318,4179 ","0,1198 ","1,2973 ","42,0000 ","40117,3635 ","0,0937 ","943,9582 ","0,0022 ","67692,1074 ","15888,5415 ","0,0371 ","3004,3248 ","0,0070 ","0,1581 ","0,2494 ","0,2507 ","6549,3805 ","0,0601 ","0,0529 ","247187,9668 ","6548047,5625 ","15118282,7955 ","2,1075 ","0,5687 ","108947,0924 ","191581,1906 ","0,4322 ","428289,8821 ","0,0000 ","991025,3187 ","0,0000 ","978498,1199 ","0,3917 ","388172,5186 ","1,0128 ","428289,8821 ","0,0000 ","0,5544 ","0,5455 ","68,4966 ","21394,5301 "
1980Q3,"-7038,5630 ","55,5358 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9306 ","1,1882 ","1177350,3458 ","0,4421 ","86835,8804 ","0,1982 ","196413,6713 ","141738,3442 ","1646,1048 ","0,0038 ","0,3235 ","212874,9761 ","0,4858 ","15271,7918 ","11186,9209 ","0,0255 ","0,0349 ","7,9223 ","-13251,3891 ","0,0000 ","0,0000 ","-0,0302 ","143326,4753 ","-2723,1230 ","-0,0062 ","195748,8880 ","0,5473 ","8353,0852 ","0,0191 ","95188,9657 ","0,2172 ",,,"48,8637 ","0,0262 ","0,0259 ","10528,2661 ","0,0240 ","0,4953 ","108720,9005 ","219498,3623 ","12536444,9670 ","94957,2300 ","124238,6316 ","117349,6811 ","116590,1313 ","8,4402 ","117918,1076 ","552621,4443 ","12,2531 ","0,6735 ","125878,4791 ","186889,9600 ","-11835,2495 ","9218,9132 ","0,0210 ","15810,8559 ","0,0361 ","0,4445 ","253997,8242 ","571435,7594 ","332012,9939 ","-20178,9888 ","-0,0461 ","746951,6634 ","0,0000 ","1,0000 ","7,7165 ","4864,9063 ","630,4526 ","69286,8727 ","0,1581 ","12,2209 ","0,0030 ","0,0000 ","-16257,4762 ","2482,1402 ","52574,8563 ","0,1200 ","1,2989 ","43,0000 ","41025,8937 ","0,0936 ","979,5393 ","0,0022 ","69849,6736 ","16070,8702 ","0,0367 ","3131,5732 ","0,0071 ","0,1594 ","0,2563 ","0,2563 ","6888,9506 ","0,0616 ","0,0554 ","253809,6662 ","6764611,3185 ","15218794,9571 ","2,1628 ","0,5789 ","109621,0028 ","189372,1002 ","0,4424 ","438162,0351 ","0,0000 ","990460,3858 ","0,0000 ","983760,1571 ","0,4010 ","397136,1415 ","1,0068 ","438162,0351 ","0,0000 ","0,5695 ","0,5588 ","68,5335 ","21439,2547 "
1980Q4,"-5175,8843 ","59,5998 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9922 ","1,0606 ","1174488,2166 ","0,4561 ","89926,3108 ","0,2008 ","197171,1662 ","148912,0826 ","3064,9507 ","0,0068 ","0,3326 ","220038,7033 ","0,4915 ","15668,2497 ","10239,3670 ","0,0229 ","0,0350 ","8,2898 ","-16435,1505 ","0,0000 ","0,0000 ","-0,0367 ","145157,9532 ","-5033,8918 ","-0,0112 ","200151,6333 ","0,5478 ","5007,4580 ","0,0112 ","94933,7688 ","0,2120 ",,,"50,0636 ","0,0249 ","0,0279 ","11401,2587 ","0,0255 ","0,5067 ","110250,7827 ","217564,5811 ","12628645,0984 ","94839,3008 ","124444,0793 ","117332,5108 ","116725,5632 ","8,4454 ","117192,4082 ","550403,0711 ","12,8643 ","0,6975 ","128030,8923 ","183562,5829 ","-17011,1339 ","9582,7666 ","0,0214 ","16527,5236 ","0,0369 ","0,4571 ","261032,4510 ","571121,6079 ","342234,2106 ","-20146,9794 ","-0,0450 ","748785,6468 ","-1,0000 ","-1,0000 ","-0,5776 ","1281,2986 ","-2218,3732 ","70859,0433 ","0,1583 ","12,6445 ","0,0053 ","0,0000 ","-14758,6509 ","7286,6516 ","53359,2345 ","0,1192 ","1,3003 ","44,0000 ","41973,3718 ","0,0937 ","1013,0887 ","0,0023 ","73034,1985 ","16419,3714 ","0,0367 ","3349,9473 ","0,0075 ","0,1631 ","0,2630 ","0,2623 ","7111,5684 ","0,0620 ","0,0571 ","260600,8672 ","6978199,1102 ","15267834,6335 ","2,2210 ","0,5935 ","113272,2414 ","190849,2345 ","0,4518 ","447732,1922 ","0,0000 ","990925,6337 ","0,0000 ","988557,9690 ","0,4095 ","405758,8204 ","1,0024 ","447732,1922 ","0,0000 ","0,5845 ","0,5880 ","68,7218 ","21406,1888 "
1981Q1,"-9337,1219 ","57,6984 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0608 ","0,9413 ","1175454,9440 ","0,4685 ","94648,7168 ","0,2065 ","202011,0844 ","156563,8041 ","2712,7473 ","0,0059 ","0,3415 ","229035,8821 ","0,4996 ","16102,3673 ","9071,2373 ","0,0198 ","0,0351 ","8,5352 ","-19755,8970 ","0,0000 ","0,0000 ","-0,0431 ","150114,3283 ","-7433,6500 ","-0,0162 ","204423,3109 ","0,5482 ","-488,3045 ","-0,0011 ","94160,4124 ","0,2054 ",,,"51,6989 ","0,0234 ","0,0261 ","12322,2469 ","0,0269 ","0,5217 ","112379,9909 ","215411,7346 ","12717770,3821 ","94760,2699 ","124683,0245 ","117275,8783 ","116869,0456 ","8,4577 ","116603,2052 ","543332,9373 ","13,3965 ","0,7404 ","135911,1579 ","183573,1882 ","-26348,2558 ","6784,7274 ","0,0148 ","17294,4241 ","0,0377 ","0,4691 ","267748,0830 ","570715,4523 ","351897,1176 ","-19184,6912 ","-0,0418 ","750082,3923 ","1,0000 ","0,0000 ","0,0279 ","-197,4476 ","-7070,1339 ","72593,7675 ","0,1583 ","13,4129 ","0,0086 ","0,0000 ","-16121,8494 ","10813,6184 ","54500,2489 ","0,1189 ","1,3017 ","45,0000 ","42180,5102 ","0,0920 ","1049,3379 ","0,0023 ","76441,4199 ","16805,0222 ","0,0367 ","3644,8717 ","0,0080 ","0,1667 ","0,2683 ","0,2670 ","7407,1462 ","0,0627 ","0,0594 ","266162,6552 ","7234749,4033 ","15421149,7280 ","2,2695 ","0,6162 ","119789,3085 ","194386,8065 ","0,4622 ","458457,4938 ","0,0000 ","991881,7558 ","0,0000 ","993236,4180 ","0,4197 ","416276,9835 ","0,9986 ","458457,4938 ","0,0000 ","0,5966 ","0,6229 ","69,1122 ","21421,0776 "
1981Q2,"-5845,5722 ","52,3752 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1069 ","0,8507 ","1178486,2953 ","0,4829 ","96718,2455 ","0,2042 ","200266,5746 ","165891,4025 ","3475,1963 ","0,0073 ","0,3502 ","238539,7216 ","0,5036 ","16690,6400 ","9786,5015 ","0,0207 ","0,0352 ","8,8317 ","-23409,6083 ","0,0000 ","0,0000 ","-0,0494 ","154386,0044 ","-10018,0341 ","-0,0211 ","210737,4534 ","0,5484 ","-2421,1688 ","-0,0051 ","94297,0767 ","0,1991 ",,,"53,0810 ","0,0242 ","0,0306 ","13391,5743 ","0,0283 ","0,5379 ","115721,0635 ","215120,2980 ","12805712,9762 ","94570,3041 ","125063,5452 ","117026,2142 ","116928,9567 ","8,5011 ","116439,3360 ","533626,5175 ","14,5895 ","0,7775 ","142778,7659 ","183633,3071 ","-32193,8280 ","7125,6862 ","0,0150 ","18242,4005 ","0,0385 ","0,4837 ","275757,2512 ","570053,5628 ","363227,6653 ","-23291,4617 ","-0,0492 ","750874,9952 ","0,0000 ","0,0000 ","0,1581 ","-1534,7844 ","-9706,4198 ","75011,9823 ","0,1584 ","15,4848 ","0,0124 ","0,0000 ","-12971,2584 ","19118,9728 ","55632,5669 ","0,1174 ","1,3030 ","46,0000 ","43406,3870 ","0,0916 ","1096,0421 ","0,0023 ","80649,8914 ","17348,0747 ","0,0366 ","3954,7942 ","0,0083 ","0,1703 ","0,2773 ","0,2764 ","8037,3310 ","0,0650 ","0,0643 ","275898,1262 ","7520032,4018 ","15545633,8648 ","2,3576 ","0,6402 ","129807,5075 ","202752,2798 ","0,4761 ","473690,5175 ","0,0000 ","994852,9883 ","0,0000 ","997358,0155 ","0,4325 ","430284,1305 ","0,9975 ","473690,5175 ","0,0000 ","0,6045 ","0,6517 ","69,1196 ","21352,0429 "
1981Q3,"-4331,8025 ","51,3399 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1235 ","0,8048 ","1181881,8578 ","0,4979 ","100412,6653 ","0,2055 ","201684,0020 ","175699,4876 ","3426,8515 ","0,0070 ","0,3596 ","248849,6688 ","0,5093 ","17198,1507 ","10457,3283 ","0,0214 ","0,0352 ","9,0232 ","-25524,9341 ","0,0000 ","0,0000 ","-0,0522 ","158608,8829 ","-11037,5738 ","-0,0226 ","218392,1483 ","0,5507 ","-3948,8345 ","-0,0081 ","96463,8308 ","0,1974 ",,,"54,4249 ","0,0255 ","0,0286 ","14487,3603 ","0,0296 ","0,5510 ","117690,5589 ","213607,4881 ","12891263,3345 ","94394,6372 ","125369,2820 ","116838,2747 ","117056,2500 ","8,5383 ","116240,6623 ","517327,9806 ","15,2614 ","0,8068 ","148689,1998 ","184284,0849 ","-36525,6304 ","5590,2637 ","0,0114 ","19208,5999 ","0,0393 ","0,4978 ","284707,9113 ","571963,1516 ","374088,6094 ","-23660,3672 ","-0,0484 ","751524,2516 ","0,0000 ","1,0000 ","0,2618 ","-4266,5258 ","-16298,5369 ","77678,6173 ","0,1590 ","16,1095 ","0,0126 ","0,0000 ","-9922,0661 ","26641,6680 ","57222,4652 ","0,1171 ","1,3043 ","47,0000 ","45165,9436 ","0,0924 ","1146,7931 ","0,0023 ","84318,4718 ","17969,7293 ","0,0368 ","4005,9630 ","0,0082 ","0,1726 ","0,2855 ","0,2849 ","8531,0073 ","0,0663 ","0,0680 ","284847,7172 ","7768925,8864 ","15607361,6421 ","2,4380 ","0,6579 ","138767,1337 ","210925,7529 ","0,4898 ","488622,5437 ","0,0000 ","997597,7729 ","0,0000 ","1001786,8457 ","0,4445 ","443456,6001 ","0,9958 ","488622,5437 ","0,0000 ","0,6136 ","0,6703 ","69,8843 ","21383,1439 "
